timestamp,elapsed_time,user_time,sys_time,cpu_usage,max_memory,major_faults,minor_faults,voluntary_switches,involuntary_switches,number_of_iterations
2024-09-20 10:39:58,0.02,0.00,0.00,21%,576,28,314,20,2,1
2024-09-20 10:40:10,1.22,0.89,0.24,93%,321712,28,80602,1647,0,1
