timestamp,elapsed_time,user_time,sys_time,cpu_usage,max_memory,major_faults,minor_faults,voluntary_switches,involuntary_switches,number_of_iterations
2024-09-25 14:44:39,0.00,0.00,0.00,33%,588,28,314,13,2,1
2024-09-25 14:44:47,5.88,5.76,0.11,99%,668,0,364,790,2,1
2024-09-25 15:33:06,61.75,59.03,1.17,97%,676,0,392,67698,1,10
2024-09-25 17:41:18,0.00,0.00,0.00,33%,576,0,339,2,2,1,./rustengine_1point2,enwiki-tiny.txt
